query,category,intent,city,region_code,top_n,pages_to_scan,target_topic,query_focus,positive_page_pattern,negative_page_traps
продвижение сайта москва,seo_webdev,commercial,Москва,213,10,2,SEO-продвижение и разработка сайтов,продвижение сайта в Москве,страница должна явно отвечать на потребность: продвижение сайта в Москве; нужна коммерческая посадочная внутри темы: SEO-продвижение и разработка сайтов; должна быть привязка к городу Москва: адрес зона работы доставка или филиал,"мусор: страница не раскрывает продвижение сайта в Москве, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: хостинг; бесплатные шаблоны; новости SEO без услуги; курсы программирования вместо разработки сайта; слабая релевантность: страница про другой город или без подтверждения работы в Москва; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
создание сайта под ключ,seo_webdev,commercial,,,10,2,SEO-продвижение и разработка сайтов,создание сайта под ключ,страница должна явно отвечать на потребность: создание сайта под ключ; нужна коммерческая посадочная внутри темы: SEO-продвижение и разработка сайтов; нужна возможность покупки заказа заявки консультации или подбора конкретного предложения,"мусор: страница не раскрывает создание сайта под ключ, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: хостинг; бесплатные шаблоны; новости SEO без услуги; курсы программирования вместо разработки сайта; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
разработка интернет магазина,seo_webdev,commercial,,,10,2,SEO-продвижение и разработка сайтов,разработка интернет-магазина,страница должна явно отвечать на потребность: разработка интернет-магазина; нужна коммерческая посадочная внутри темы: SEO-продвижение и разработка сайтов,"мусор: страница не раскрывает разработка интернет-магазина, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: хостинг; бесплатные шаблоны; новости SEO без услуги; курсы программирования вместо разработки сайта; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
аудит сайта seo,seo_webdev,commercial,,,10,2,SEO-продвижение и разработка сайтов,SEO-аудит сайта,страница должна явно отвечать на потребность: SEO-аудит сайта; нужна коммерческая посадочная внутри темы: SEO-продвижение и разработка сайтов,"мусор: страница не раскрывает SEO-аудит сайта, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: хостинг; бесплатные шаблоны; новости SEO без услуги; курсы программирования вместо разработки сайта; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
контекстная реклама настройка,seo_webdev,commercial,,,10,2,SEO-продвижение и разработка сайтов,настройка контекстной рекламы,страница должна явно отвечать на потребность: настройка контекстной рекламы; нужна коммерческая посадочная внутри темы: SEO-продвижение и разработка сайтов,"мусор: страница не раскрывает настройка контекстной рекламы, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: хостинг; бесплатные шаблоны; новости SEO без услуги; курсы программирования вместо разработки сайта; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
seo продвижение цена,seo_webdev,commercial,,,10,2,SEO-продвижение и разработка сайтов,стоимость SEO-продвижения,страница должна явно отвечать на потребность: стоимость SEO-продвижения; нужна коммерческая посадочная внутри темы: SEO-продвижение и разработка сайтов; обязательны цена диапазон тариф калькулятор или понятная логика расчета,"мусор: страница не раскрывает стоимость SEO-продвижения, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: хостинг; бесплатные шаблоны; новости SEO без услуги; курсы программирования вместо разработки сайта; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя; hard-negative: страница обещает услугу но не дает цены диапазона тарифа или способа расчета"
разработка лендинга цена,seo_webdev,commercial,,,10,2,SEO-продвижение и разработка сайтов,разработка лендинга,страница должна явно отвечать на потребность: разработка лендинга; нужна коммерческая посадочная внутри темы: SEO-продвижение и разработка сайтов; обязательны цена диапазон тариф калькулятор или понятная логика расчета,"мусор: страница не раскрывает разработка лендинга, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: хостинг; бесплатные шаблоны; новости SEO без услуги; курсы программирования вместо разработки сайта; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя; hard-negative: страница обещает услугу но не дает цены диапазона тарифа или способа расчета"
seo агентство отзывы,seo_webdev,comparison,,,10,2,SEO-продвижение и разработка сайтов,отзывы о SEO-агентстве,страница должна явно отвечать на потребность: отзывы о SEO-агентстве; нужны реальные отзывы рейтинг сравнение кейсы или понятные критерии выбора; важны признаки реального исполнителя: реквизиты команда лицензии кейсы адрес или портфолио; нужны отзывы рейтинги сравнение вариантов или доказательства опыта,"мусор: страница не раскрывает отзывы о SEO-агентстве, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: хостинг; бесплатные шаблоны; новости SEO без услуги; курсы программирования вместо разработки сайта; слабая релевантность: продающая страница без отзывов рейтинга сравнения или социального доказательства; hard-negative: нет отзывов рейтинга сравнения или кейсов, только обычное описание услуги"
как выбрать seo подрядчика,seo_webdev,informational,,,10,2,SEO-продвижение и разработка сайтов,выбор SEO-подрядчика,страница должна явно отвечать на потребность: выбор SEO-подрядчика; нужен полезный разбор темы с конкретными критериями примерами и ответом на вопрос; страница должна помогать принять решение а не просто продавать услугу,"мусор: страница не раскрывает выбор SEO-подрядчика, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: хостинг; бесплатные шаблоны; новости SEO без услуги; курсы программирования вместо разработки сайта; слабая релевантность: каталог или рекламная страница без ответа на вопрос пользователя; hard-negative: страница не объясняет критерии выбора причины отличия подготовку или этапы"
новостройки москва купить,new_buildings,commercial,Москва,213,10,2,новостройки и покупка квартир,покупка квартиры в новостройке,страница должна явно отвечать на потребность: покупка квартиры в новостройке; нужна коммерческая посадочная внутри темы: новостройки и покупка квартир; должна быть привязка к городу Москва: адрес зона работы доставка или филиал; нужна возможность покупки заказа заявки консультации или подбора конкретного предложения,"мусор: страница не раскрывает покупка квартиры в новостройке, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: ремонт квартир; дизайн интерьера; аренда жилья; новости недвижимости без объектов; слабая релевантность: страница про другой город или без подтверждения работы в Москва; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя; hard-negative: обзор или блог без возможности купить заказать или отправить заявку"
квартира в новостройке цена,new_buildings,commercial,,,10,2,новостройки и покупка квартир,цена квартиры в новостройке,страница должна явно отвечать на потребность: цена квартиры в новостройке; нужна коммерческая посадочная внутри темы: новостройки и покупка квартир; обязательны цена диапазон тариф калькулятор или понятная логика расчета,"мусор: страница не раскрывает цена квартиры в новостройке, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: ремонт квартир; дизайн интерьера; аренда жилья; новости недвижимости без объектов; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя; hard-negative: страница обещает услугу но не дает цены диапазона тарифа или способа расчета"
жк бизнес класса москва,new_buildings,commercial,Москва,213,10,2,новостройки и покупка квартир,ЖК бизнес-класса,страница должна явно отвечать на потребность: ЖК бизнес-класса; нужна коммерческая посадочная внутри темы: новостройки и покупка квартир; должна быть привязка к городу Москва: адрес зона работы доставка или филиал,"мусор: страница не раскрывает ЖК бизнес-класса, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: ремонт квартир; дизайн интерьера; аренда жилья; новости недвижимости без объектов; слабая релевантность: страница про другой город или без подтверждения работы в Москва; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
новостройки рядом с метро,new_buildings,commercial,,,10,2,новостройки и покупка квартир,новостройки у метро,страница должна явно отвечать на потребность: новостройки у метро; нужна коммерческая посадочная внутри темы: новостройки и покупка квартир; важна логистика: зона обслуживания выезд доставка карта или способы получения услуги,"мусор: страница не раскрывает новостройки у метро, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: ремонт квартир; дизайн интерьера; аренда жилья; новости недвижимости без объектов; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя; hard-negative: нет зоны обслуживания доставки выезда адреса или локального подтверждения"
купить студию в новостройке,new_buildings,commercial,,,10,2,новостройки и покупка квартир,покупка студии,страница должна явно отвечать на потребность: покупка студии; нужна коммерческая посадочная внутри темы: новостройки и покупка квартир; нужна возможность покупки заказа заявки консультации или подбора конкретного предложения,"мусор: страница не раскрывает покупка студии, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: ремонт квартир; дизайн интерьера; аренда жилья; новости недвижимости без объектов; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя; hard-negative: обзор или блог без возможности купить заказать или отправить заявку"
семейная ипотека на новостройку,new_buildings,commercial,,,10,2,новостройки и покупка квартир,семейная ипотека для покупки квартиры в новостройке,страница должна явно отвечать на потребность: семейная ипотека для покупки квартиры в новостройке; нужна коммерческая посадочная внутри темы: новостройки и покупка квартир,"мусор: страница не раскрывает семейная ипотека для покупки квартиры в новостройке, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: ремонт квартир; дизайн интерьера; аренда жилья; новости недвижимости без объектов; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
новостройки от застройщика,new_buildings,commercial,,,10,2,новостройки и покупка квартир,новостройки от застройщика,страница должна явно отвечать на потребность: новостройки от застройщика; нужна коммерческая посадочная внутри темы: новостройки и покупка квартир; важны признаки реального исполнителя: реквизиты команда лицензии кейсы адрес или портфолио,"мусор: страница не раскрывает новостройки от застройщика, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: ремонт квартир; дизайн интерьера; аренда жилья; новости недвижимости без объектов; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя; hard-negative: агрегатор или статья без признаков производителя застройщика или прямого продавца"
квартира с отделкой в новостройке,new_buildings,commercial,,,10,2,новостройки и покупка квартир,новостройка с отделкой,страница должна явно отвечать на потребность: новостройка с отделкой; нужна коммерческая посадочная внутри темы: новостройки и покупка квартир,"мусор: страница не раскрывает новостройка с отделкой, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: ремонт квартир; дизайн интерьера; аренда жилья; новости недвижимости без объектов; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
новостройки отзывы,new_buildings,comparison,,,10,2,новостройки и покупка квартир,отзывы о новостройках,страница должна явно отвечать на потребность: отзывы о новостройках; нужны реальные отзывы рейтинг сравнение кейсы или понятные критерии выбора; нужны отзывы рейтинги сравнение вариантов или доказательства опыта,"мусор: страница не раскрывает отзывы о новостройках, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: ремонт квартир; дизайн интерьера; аренда жилья; новости недвижимости без объектов; слабая релевантность: продающая страница без отзывов рейтинга сравнения или социального доказательства; hard-negative: нет отзывов рейтинга сравнения или кейсов, только обычное описание услуги"
как выбрать квартиру в новостройке,new_buildings,informational,,,10,2,новостройки и покупка квартир,выбор квартиры в новостройке,страница должна явно отвечать на потребность: выбор квартиры в новостройке; нужен полезный разбор темы с конкретными критериями примерами и ответом на вопрос; страница должна помогать принять решение а не просто продавать услугу,"мусор: страница не раскрывает выбор квартиры в новостройке, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: ремонт квартир; дизайн интерьера; аренда жилья; новости недвижимости без объектов; слабая релевантность: каталог или рекламная страница без ответа на вопрос пользователя; hard-negative: страница не объясняет критерии выбора причины отличия подготовку или этапы"
аренда спецтехники москва,special_equipment_rental,commercial,Москва,213,10,2,аренда спецтехники,аренда спецтехники в Москве,страница должна явно отвечать на потребность: аренда спецтехники в Москве; нужна коммерческая посадочная внутри темы: аренда спецтехники; должна быть привязка к городу Москва: адрес зона работы доставка или филиал,"мусор: страница не раскрывает аренда спецтехники в Москве, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: продажа спецтехники без аренды; грузоперевозки; такси; ремонт техники; слабая релевантность: страница про другой город или без подтверждения работы в Москва; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
аренда автокрана цена,special_equipment_rental,commercial,,,10,2,аренда спецтехники,аренда автокрана,страница должна явно отвечать на потребность: аренда автокрана; нужна коммерческая посадочная внутри темы: аренда спецтехники; обязательны цена диапазон тариф калькулятор или понятная логика расчета,"мусор: страница не раскрывает аренда автокрана, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: продажа спецтехники без аренды; грузоперевозки; такси; ремонт техники; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя; hard-negative: страница обещает услугу но не дает цены диапазона тарифа или способа расчета"
аренда экскаватора погрузчика,special_equipment_rental,commercial,,,10,2,аренда спецтехники,аренда экскаватора-погрузчика,страница должна явно отвечать на потребность: аренда экскаватора-погрузчика; нужна коммерческая посадочная внутри темы: аренда спецтехники,"мусор: страница не раскрывает аренда экскаватора-погрузчика, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: продажа спецтехники без аренды; грузоперевозки; такси; ремонт техники; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
аренда манипулятора,special_equipment_rental,commercial,,,10,2,аренда спецтехники,аренда манипулятора,страница должна явно отвечать на потребность: аренда манипулятора; нужна коммерческая посадочная внутри темы: аренда спецтехники,"мусор: страница не раскрывает аренда манипулятора, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: продажа спецтехники без аренды; грузоперевозки; такси; ремонт техники; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
аренда автовышки цена,special_equipment_rental,commercial,,,10,2,аренда спецтехники,аренда автовышки,страница должна явно отвечать на потребность: аренда автовышки; нужна коммерческая посадочная внутри темы: аренда спецтехники; обязательны цена диапазон тариф калькулятор или понятная логика расчета,"мусор: страница не раскрывает аренда автовышки, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: продажа спецтехники без аренды; грузоперевозки; такси; ремонт техники; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя; hard-negative: страница обещает услугу но не дает цены диапазона тарифа или способа расчета"
аренда бульдозера,special_equipment_rental,commercial,,,10,2,аренда спецтехники,аренда бульдозера,страница должна явно отвечать на потребность: аренда бульдозера; нужна коммерческая посадочная внутри темы: аренда спецтехники,"мусор: страница не раскрывает аренда бульдозера, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: продажа спецтехники без аренды; грузоперевозки; такси; ремонт техники; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
аренда мини экскаватора,special_equipment_rental,commercial,,,10,2,аренда спецтехники,аренда мини-экскаватора,страница должна явно отвечать на потребность: аренда мини-экскаватора; нужна коммерческая посадочная внутри темы: аренда спецтехники,"мусор: страница не раскрывает аренда мини-экскаватора, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: продажа спецтехники без аренды; грузоперевозки; такси; ремонт техники; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
спецтехника с оператором,special_equipment_rental,commercial,,,10,2,аренда спецтехники,спецтехника с оператором,страница должна явно отвечать на потребность: спецтехника с оператором; нужна коммерческая посадочная внутри темы: аренда спецтехники,"мусор: страница не раскрывает спецтехника с оператором, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: продажа спецтехники без аренды; грузоперевозки; такси; ремонт техники; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
аренда спецтехники отзывы,special_equipment_rental,comparison,,,10,2,аренда спецтехники,отзывы об аренде спецтехники,страница должна явно отвечать на потребность: отзывы об аренде спецтехники; нужны реальные отзывы рейтинг сравнение кейсы или понятные критерии выбора; нужны отзывы рейтинги сравнение вариантов или доказательства опыта,"мусор: страница не раскрывает отзывы об аренде спецтехники, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: продажа спецтехники без аренды; грузоперевозки; такси; ремонт техники; слабая релевантность: продающая страница без отзывов рейтинга сравнения или социального доказательства; hard-negative: нет отзывов рейтинга сравнения или кейсов, только обычное описание услуги"
как выбрать спецтехнику в аренду,special_equipment_rental,informational,,,10,2,аренда спецтехники,выбор спецтехники,страница должна явно отвечать на потребность: выбор спецтехники; нужен полезный разбор темы с конкретными критериями примерами и ответом на вопрос; страница должна помогать принять решение а не просто продавать услугу,"мусор: страница не раскрывает выбор спецтехники, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: продажа спецтехники без аренды; грузоперевозки; такси; ремонт техники; слабая релевантность: каталог или рекламная страница без ответа на вопрос пользователя; hard-negative: страница не объясняет критерии выбора причины отличия подготовку или этапы"
онлайн курсы программирования,online_courses,commercial,,,10,2,онлайн-курсы и обучение профессиям,онлайн-курс программирования,страница должна явно отвечать на потребность: онлайн-курс программирования; нужна коммерческая посадочная внутри темы: онлайн-курсы и обучение профессиям,"мусор: страница не раскрывает онлайн-курс программирования, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: бесплатная статья; вуз без онлайн-курса; книжный магазин; вакансии без обучения; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
курсы python с нуля,online_courses,commercial,,,10,2,онлайн-курсы и обучение профессиям,курс Python для начинающих,страница должна явно отвечать на потребность: курс Python для начинающих; нужна коммерческая посадочная внутри темы: онлайн-курсы и обучение профессиям,"мусор: страница не раскрывает курс Python для начинающих, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: бесплатная статья; вуз без онлайн-курса; книжный магазин; вакансии без обучения; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
курсы дизайна интерфейсов,online_courses,commercial,,,10,2,онлайн-курсы и обучение профессиям,курс дизайна интерфейсов,страница должна явно отвечать на потребность: курс дизайна интерфейсов; нужна коммерческая посадочная внутри темы: онлайн-курсы и обучение профессиям,"мусор: страница не раскрывает курс дизайна интерфейсов, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: бесплатная статья; вуз без онлайн-курса; книжный магазин; вакансии без обучения; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
курсы интернет маркетинга,online_courses,commercial,,,10,2,онлайн-курсы и обучение профессиям,курс интернет-маркетинга,страница должна явно отвечать на потребность: курс интернет-маркетинга; нужна коммерческая посадочная внутри темы: онлайн-курсы и обучение профессиям,"мусор: страница не раскрывает курс интернет-маркетинга, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: бесплатная статья; вуз без онлайн-курса; книжный магазин; вакансии без обучения; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
обучение аналитик данных,online_courses,commercial,,,10,2,онлайн-курсы и обучение профессиям,курс аналитика данных,страница должна явно отвечать на потребность: курс аналитика данных; нужна коммерческая посадочная внутри темы: онлайн-курсы и обучение профессиям,"мусор: страница не раскрывает курс аналитика данных, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: бесплатная статья; вуз без онлайн-курса; книжный магазин; вакансии без обучения; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
курсы английского онлайн,online_courses,commercial,,,10,2,онлайн-курсы и обучение профессиям,онлайн-курс английского,страница должна явно отвечать на потребность: онлайн-курс английского; нужна коммерческая посадочная внутри темы: онлайн-курсы и обучение профессиям,"мусор: страница не раскрывает онлайн-курс английского, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: бесплатная статья; вуз без онлайн-курса; книжный магазин; вакансии без обучения; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
курсы smm специалист,online_courses,commercial,,,10,2,онлайн-курсы и обучение профессиям,курс SMM-специалиста,страница должна явно отвечать на потребность: курс SMM-специалиста; нужна коммерческая посадочная внутри темы: онлайн-курсы и обучение профессиям,"мусор: страница не раскрывает курс SMM-специалиста, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: бесплатная статья; вуз без онлайн-курса; книжный магазин; вакансии без обучения; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
профессия frontend разработчик,online_courses,commercial,,,10,2,онлайн-курсы и обучение профессиям,курс frontend-разработчика,страница должна явно отвечать на потребность: курс frontend-разработчика; нужна коммерческая посадочная внутри темы: онлайн-курсы и обучение профессиям,"мусор: страница не раскрывает курс frontend-разработчика, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: бесплатная статья; вуз без онлайн-курса; книжный магазин; вакансии без обучения; слабая релевантность: информационная статья без товара услуги цены заявки или контакта исполнителя"
онлайн школа отзывы,online_courses,comparison,,,10,2,онлайн-курсы и обучение профессиям,отзывы об онлайн-школе,страница должна явно отвечать на потребность: отзывы об онлайн-школе; нужны реальные отзывы рейтинг сравнение кейсы или понятные критерии выбора; нужны отзывы рейтинги сравнение вариантов или доказательства опыта,"мусор: страница не раскрывает отзывы об онлайн-школе, даже если у нее хороший title текст или коммерческие блоки; hard-negative из другой тематики: бесплатная статья; вуз без онлайн-курса; книжный магазин; вакансии без обучения; слабая релевантность: продающая страница без отзывов рейтинга сравнения или социального доказательства; hard-negative: нет отзывов рейтинга сравнения или кейсов, только обычное описание услуги"
